semaine,sexe,age_bin,total_cases,positivity_rate,median_ct,mean_nb_symptomes,proportion_severe,charge_virale_basse,charge_virale_haute,charge_virale_moyenne,forecast_incidence,inc_low,inc_high,forecast_positivity,pos_low,pos_high,ecart_%_positivity
2024-02-19/2024-02-25,F,18-29,3,1.0,25.810000000000002,3.3333333333333335,0.0,0,0,2,9.764401363702229,4.638993374693428,14.98434923667104,1.0,0.9999999981465474,1.000000001899372,0.0
2024-02-19/2024-02-25,F,30-44,1,1.0,,1.0,0.0,0,0,0,9.764401363702229,4.638993374693428,14.98434923667104,1.0,0.9999999981465474,1.000000001899372,0.0
2024-02-19/2024-02-25,F,45-59,1,1.0,27.58,2.0,0.0,0,0,1,9.764401363702229,4.638993374693428,14.98434923667104,1.0,0.9999999981465474,1.000000001899372,0.0
2024-02-19/2024-02-25,F,60+,0,,,,,0,0,0,9.764401363702229,4.638993374693428,14.98434923667104,1.0,0.9999999981465474,1.000000001899372,
2024-02-19/2024-02-25,H,0-4,0,,,,,0,0,0,9.764401363702229,4.638993374693428,14.98434923667104,1.0,0.9999999981465474,1.000000001899372,
2024-02-19/2024-02-25,H,5-17,0,,,,,0,0,0,9.764401363702229,4.638993374693428,14.98434923667104,1.0,0.9999999981465474,1.000000001899372,
2024-02-19/2024-02-25,H,18-29,1,1.0,,2.0,0.0,0,0,0,9.764401363702229,4.638993374693428,14.98434923667104,1.0,0.9999999981465474,1.000000001899372,0.0
2024-02-19/2024-02-25,H,30-44,3,1.0,25.88,3.0,0.6666666666666666,1,0,2,9.764401363702229,4.638993374693428,14.98434923667104,1.0,0.9999999981465474,1.000000001899372,0.0
2024-02-19/2024-02-25,H,45-59,1,1.0,22.01,5.0,1.0,0,0,1,9.764401363702229,4.638993374693428,14.98434923667104,1.0,0.9999999981465474,1.000000001899372,0.0
2024-02-19/2024-02-25,H,60+,0,,,,,0,0,0,9.764401363702229,4.638993374693428,14.98434923667104,1.0,0.9999999981465474,1.000000001899372,
2024-02-26/2024-03-03,F,0-4,0,,,,,0,0,0,9.738639483397842,4.449123237258524,15.183243623675557,1.0,0.9999999979779592,1.0000000019802977,
2024-02-26/2024-03-03,F,5-17,0,,,,,0,0,0,9.738639483397842,4.449123237258524,15.183243623675557,1.0,0.9999999979779592,1.0000000019802977,
2024-02-26/2024-03-03,F,18-29,1,1.0,,3.0,0.0,0,0,0,9.738639483397842,4.449123237258524,15.183243623675557,1.0,0.9999999979779592,1.0000000019802977,0.0
2024-02-26/2024-03-03,F,30-44,3,1.0,31.04,2.6666666666666665,0.0,1,0,0,9.738639483397842,4.449123237258524,15.183243623675557,1.0,0.9999999979779592,1.0000000019802977,0.0
2024-02-26/2024-03-03,F,45-59,0,,,,,0,0,0,9.738639483397842,4.449123237258524,15.183243623675557,1.0,0.9999999979779592,1.0000000019802977,
2024-02-26/2024-03-03,F,60+,0,,,,,0,0,0,9.738639483397842,4.449123237258524,15.183243623675557,1.0,0.9999999979779592,1.0000000019802977,
2024-02-26/2024-03-03,H,0-4,0,,,,,0,0,0,9.738639483397842,4.449123237258524,15.183243623675557,1.0,0.9999999979779592,1.0000000019802977,
2024-02-26/2024-03-03,H,5-17,0,,,,,0,0,0,9.738639483397842,4.449123237258524,15.183243623675557,1.0,0.9999999979779592,1.0000000019802977,
2024-02-26/2024-03-03,H,18-29,1,1.0,,3.0,0.0,0,0,0,9.738639483397842,4.449123237258524,15.183243623675557,1.0,0.9999999979779592,1.0000000019802977,0.0
2024-02-26/2024-03-03,H,30-44,2,1.0,25.25,1.0,0.0,0,0,1,9.738639483397842,4.449123237258524,15.183243623675557,1.0,0.9999999979779592,1.0000000019802977,0.0
2024-02-26/2024-03-03,H,45-59,0,,,,,0,0,0,9.738639483397842,4.449123237258524,15.183243623675557,1.0,0.9999999979779592,1.0000000019802977,
2024-02-26/2024-03-03,H,60+,0,,,,,0,0,0,9.738639483397842,4.449123237258524,15.183243623675557,1.0,0.9999999979779592,1.0000000019802977,
2024-03-04/2024-03-10,F,0-4,1,1.0,23.2,2.0,0.0,0,0,1,9.712877603695182,4.043343592591398,15.136604063850664,1.0,0.9999999979786668,1.0000000019375317,0.0
2024-03-04/2024-03-10,F,5-17,0,,,,,0,0,0,9.712877603695182,4.043343592591398,15.136604063850664,1.0,0.9999999979786668,1.0000000019375317,
2024-03-04/2024-03-10,F,18-29,2,1.0,27.775,3.5,0.5,0,0,2,9.712877603695182,4.043343592591398,15.136604063850664,1.0,0.9999999979786668,1.0000000019375317,0.0
2024-03-04/2024-03-10,F,30-44,5,1.0,25.98,3.0,0.4,0,0,2,9.712877603695182,4.043343592591398,15.136604063850664,1.0,0.9999999979786668,1.0000000019375317,0.0
2024-03-04/2024-03-10,F,45-59,0,,,,,0,0,0,9.712877603695182,4.043343592591398,15.136604063850664,1.0,0.9999999979786668,1.0000000019375317,
2024-03-04/2024-03-10,F,60+,0,,,,,0,0,0,9.712877603695182,4.043343592591398,15.136604063850664,1.0,0.9999999979786668,1.0000000019375317,
2024-03-04/2024-03-10,H,0-4,0,,,,,0,0,0,9.712877603695182,4.043343592591398,15.136604063850664,1.0,0.9999999979786668,1.0000000019375317,
2024-03-04/2024-03-10,H,5-17,1,1.0,,3.0,0.0,0,0,0,9.712877603695182,4.043343592591398,15.136604063850664,1.0,0.9999999979786668,1.0000000019375317,0.0
2024-03-04/2024-03-10,H,18-29,1,1.0,,2.0,0.0,0,0,0,9.712877603695182,4.043343592591398,15.136604063850664,1.0,0.9999999979786668,1.0000000019375317,0.0
2024-03-04/2024-03-10,H,30-44,1,1.0,25.67,2.0,0.0,0,0,1,9.712877603695182,4.043343592591398,15.136604063850664,1.0,0.9999999979786668,1.0000000019375317,0.0
2024-03-04/2024-03-10,H,45-59,2,1.0,25.645000000000003,3.0,0.5,0,0,2,9.712877603695182,4.043343592591398,15.136604063850664,1.0,0.9999999979786668,1.0000000019375317,0.0
2024-03-04/2024-03-10,H,60+,0,,,,,0,0,0,9.712877603695182,4.043343592591398,15.136604063850664,1.0,0.9999999979786668,1.0000000019375317,
2024-03-11/2024-03-17,F,0-4,0,,,,,0,0,0,9.68711572399252,4.430180839763506,15.60125193787962,1.0,0.9999999981071452,1.0000000018662265,
2024-03-11/2024-03-17,F,5-17,2,1.0,28.88,4.5,1.0,0,0,1,9.68711572399252,4.430180839763506,15.60125193787962,1.0,0.9999999981071452,1.0000000018662265,0.0
2024-03-11/2024-03-17,F,18-29,4,1.0,23.01,2.25,0.0,0,0,3,9.68711572399252,4.430180839763506,15.60125193787962,1.0,0.9999999981071452,1.0000000018662265,0.0
2024-03-11/2024-03-17,F,30-44,3,1.0,27.409999999999997,4.333333333333333,0.3333333333333333,1,0,1,9.68711572399252,4.430180839763506,15.60125193787962,1.0,0.9999999981071452,1.0000000018662265,0.0
2024-03-11/2024-03-17,F,45-59,0,,,,,0,0,0,9.68711572399252,4.430180839763506,15.60125193787962,1.0,0.9999999981071452,1.0000000018662265,
2024-03-11/2024-03-17,F,60+,0,,,,,0,0,0,9.68711572399252,4.430180839763506,15.60125193787962,1.0,0.9999999981071452,1.0000000018662265,
2024-03-11/2024-03-17,H,0-4,0,,,,,0,0,0,9.68711572399252,4.430180839763506,15.60125193787962,1.0,0.9999999981071452,1.0000000018662265,
2024-03-11/2024-03-17,H,5-17,1,1.0,,3.0,0.0,0,0,0,9.68711572399252,4.430180839763506,15.60125193787962,1.0,0.9999999981071452,1.0000000018662265,0.0
2024-03-11/2024-03-17,H,18-29,0,,,,,0,0,0,9.68711572399252,4.430180839763506,15.60125193787962,1.0,0.9999999981071452,1.0000000018662265,
2024-03-11/2024-03-17,H,30-44,2,1.0,29.115000000000002,1.0,0.0,0,0,2,9.68711572399252,4.430180839763506,15.60125193787962,1.0,0.9999999981071452,1.0000000018662265,0.0
2024-03-11/2024-03-17,H,45-59,2,1.0,22.104999999999997,4.0,0.0,0,0,2,9.68711572399252,4.430180839763506,15.60125193787962,1.0,0.9999999981071452,1.0000000018662265,0.0
2024-03-11/2024-03-17,H,60+,0,,,,,0,0,0,9.68711572399252,4.430180839763506,15.60125193787962,1.0,0.9999999981071452,1.0000000018662265,
2024-03-18/2024-03-24,F,0-4,0,,,,,0,0,0,9.661353844289858,4.356051809042459,15.461311588513633,1.0,0.9999999980231846,1.0000000018734667,
2024-03-18/2024-03-24,F,5-17,1,1.0,,2.0,0.0,0,0,0,9.661353844289858,4.356051809042459,15.461311588513633,1.0,0.9999999980231846,1.0000000018734667,0.0
2024-03-18/2024-03-24,F,18-29,1,1.0,,3.0,0.0,0,0,0,9.661353844289858,4.356051809042459,15.461311588513633,1.0,0.9999999980231846,1.0000000018734667,0.0
2024-03-18/2024-03-24,F,30-44,0,,,,,0,0,0,9.661353844289858,4.356051809042459,15.461311588513633,1.0,0.9999999980231846,1.0000000018734667,
2024-03-18/2024-03-24,F,45-59,1,1.0,,1.0,0.0,0,0,0,9.661353844289858,4.356051809042459,15.461311588513633,1.0,0.9999999980231846,1.0000000018734667,0.0
2024-03-18/2024-03-24,F,60+,0,,,,,0,0,0,9.661353844289858,4.356051809042459,15.461311588513633,1.0,0.9999999980231846,1.0000000018734667,
2024-03-18/2024-03-24,H,0-4,0,,,,,0,0,0,9.661353844289858,4.356051809042459,15.461311588513633,1.0,0.9999999980231846,1.0000000018734667,
2024-03-18/2024-03-24,H,5-17,2,1.0,24.805,3.0,0.0,0,0,2,9.661353844289858,4.356051809042459,15.461311588513633,1.0,0.9999999980231846,1.0000000018734667,0.0
2024-03-18/2024-03-24,H,18-29,0,,,,,0,0,0,9.661353844289858,4.356051809042459,15.461311588513633,1.0,0.9999999980231846,1.0000000018734667,
2024-03-18/2024-03-24,H,30-44,3,1.0,24.155,2.6666666666666665,0.0,0,0,2,9.661353844289858,4.356051809042459,15.461311588513633,1.0,0.9999999980231846,1.0000000018734667,0.0
2024-03-18/2024-03-24,H,45-59,0,,,,,0,0,0,9.661353844289858,4.356051809042459,15.461311588513633,1.0,0.9999999980231846,1.0000000018734667,
2024-03-18/2024-03-24,H,60+,0,,,,,0,0,0,9.661353844289858,4.356051809042459,15.461311588513633,1.0,0.9999999980231846,1.0000000018734667,
2024-03-25/2024-03-31,F,0-4,0,,,,,0,0,0,9.635591966725691,4.214570104208463,15.160326267273838,1.0,0.9999999979522952,1.0000000020395157,
2024-03-25/2024-03-31,F,5-17,1,1.0,24.02,1.0,0.0,0,0,1,9.635591966725691,4.214570104208463,15.160326267273838,1.0,0.9999999979522952,1.0000000020395157,0.0
2024-03-25/2024-03-31,F,18-29,3,1.0,19.08,3.3333333333333335,0.3333333333333333,0,2,0,9.635591966725691,4.214570104208463,15.160326267273838,1.0,0.9999999979522952,1.0000000020395157,0.0
2024-03-25/2024-03-31,F,30-44,3,1.0,23.46,2.6666666666666665,0.6666666666666666,0,0,1,9.635591966725691,4.214570104208463,15.160326267273838,1.0,0.9999999979522952,1.0000000020395157,0.0
2024-03-25/2024-03-31,F,45-59,0,,,,,0,0,0,9.635591966725691,4.214570104208463,15.160326267273838,1.0,0.9999999979522952,1.0000000020395157,
2024-03-25/2024-03-31,F,60+,0,,,,,0,0,0,9.635591966725691,4.214570104208463,15.160326267273838,1.0,0.9999999979522952,1.0000000020395157,
2024-03-25/2024-03-31,H,0-4,0,,,,,0,0,0,9.635591966725691,4.214570104208463,15.160326267273838,1.0,0.9999999979522952,1.0000000020395157,
2024-03-25/2024-03-31,H,5-17,1,1.0,,3.0,0.0,0,0,0,9.635591966725691,4.214570104208463,15.160326267273838,1.0,0.9999999979522952,1.0000000020395157,0.0
2024-03-25/2024-03-31,H,18-29,4,1.0,26.009999999999998,4.0,0.5,1,0,3,9.635591966725691,4.214570104208463,15.160326267273838,1.0,0.9999999979522952,1.0000000020395157,0.0
2024-03-25/2024-03-31,H,30-44,2,1.0,29.98,4.0,0.5,0,0,1,9.635591966725691,4.214570104208463,15.160326267273838,1.0,0.9999999979522952,1.0000000020395157,0.0
2024-03-25/2024-03-31,H,45-59,0,,,,,0,0,0,9.635591966725691,4.214570104208463,15.160326267273838,1.0,0.9999999979522952,1.0000000020395157,
2024-03-25/2024-03-31,H,60+,0,,,,,0,0,0,9.635591966725691,4.214570104208463,15.160326267273838,1.0,0.9999999979522952,1.0000000020395157,
2024-04-01/2024-04-07,F,0-4,0,,,,,0,0,0,9.609830089161528,4.06393735410027,15.19843061202084,1.0,0.9999999981072688,1.0000000018410715,
2024-04-01/2024-04-07,F,5-17,2,1.0,25.05,2.5,0.0,0,0,1,9.609830089161528,4.06393735410027,15.19843061202084,1.0,0.9999999981072688,1.0000000018410715,0.0
2024-04-01/2024-04-07,F,18-29,0,,,,,0,0,0,9.609830089161528,4.06393735410027,15.19843061202084,1.0,0.9999999981072688,1.0000000018410715,
2024-04-01/2024-04-07,F,30-44,2,1.0,21.98,4.0,0.0,0,0,1,9.609830089161528,4.06393735410027,15.19843061202084,1.0,0.9999999981072688,1.0000000018410715,0.0
2024-04-01/2024-04-07,F,45-59,2,1.0,23.16,1.0,0.0,0,0,1,9.609830089161528,4.06393735410027,15.19843061202084,1.0,0.9999999981072688,1.0000000018410715,0.0
2024-04-01/2024-04-07,F,60+,0,,,,,0,0,0,9.609830089161528,4.06393735410027,15.19843061202084,1.0,0.9999999981072688,1.0000000018410715,
2024-04-01/2024-04-07,H,0-4,0,,,,,0,0,0,9.609830089161528,4.06393735410027,15.19843061202084,1.0,0.9999999981072688,1.0000000018410715,
2024-04-01/2024-04-07,H,5-17,0,,,,,0,0,0,9.609830089161528,4.06393735410027,15.19843061202084,1.0,0.9999999981072688,1.0000000018410715,
2024-04-01/2024-04-07,H,18-29,0,,,,,0,0,0,9.609830089161528,4.06393735410027,15.19843061202084,1.0,0.9999999981072688,1.0000000018410715,
2024-04-01/2024-04-07,H,30-44,3,1.0,29.93,2.6666666666666665,0.0,0,0,1,9.609830089161528,4.06393735410027,15.19843061202084,1.0,0.9999999981072688,1.0000000018410715,0.0
2024-04-01/2024-04-07,H,45-59,0,,,,,0,0,0,9.609830089161528,4.06393735410027,15.19843061202084,1.0,0.9999999981072688,1.0000000018410715,
2024-04-01/2024-04-07,H,60+,0,,,,,0,0,0,9.609830089161528,4.06393735410027,15.19843061202084,1.0,0.9999999981072688,1.0000000018410715,
2024-04-08/2024-04-14,F,0-4,0,,,,,0,0,0,9.584068211597364,4.073252116617629,15.042060044460138,1.0,0.999999997974682,1.000000002016853,
2024-04-08/2024-04-14,F,5-17,0,,,,,0,0,0,9.584068211597364,4.073252116617629,15.042060044460138,1.0,0.999999997974682,1.000000002016853,
2024-04-08/2024-04-14,F,18-29,1,1.0,23.03,3.0,0.0,0,0,1,9.584068211597364,4.073252116617629,15.042060044460138,1.0,0.999999997974682,1.000000002016853,0.0
2024-04-08/2024-04-14,F,30-44,2,1.0,25.74,3.0,0.0,1,0,1,9.584068211597364,4.073252116617629,15.042060044460138,1.0,0.999999997974682,1.000000002016853,0.0
